,KL,bs,config_file,data,data_split_seed,decrease_from,det_test_acc,do,dwp_samples,ens,ens[10]_test_acc,epochs,gamma,gpu_id,hid_dim,id,init,kernel_dim,kl_weight,l2,l2_norm,lamb,log_dir,loss,lr,model,n_classes,name,net_cfg,num_examples,pretrained,prior,prior+init,resume,root,samp_test_acc,sec,seed,start_kl,start_stoch,t,test_acc,test_bs,test_loss,test_nll,time,tmp,train_acc,train_loss,train_nll,vae,vae_hid_dim,vae_var,z_dim
107999,62066.263671875,256,None,shapes,2,0,0.9766497461928934,,1.0,10.0,0.9751269035532996,200,0.5,7,40,5707,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005707-2018-08-14-23-18-17,0.9588832487309644,0.09148645401000977,2,1.0,1.0,200,,500,64089.93679520487,0.4387483298778534,2018-08-14 23:18:17,False,0.94,62109.795715332024,0.4353204345703125,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
108199,65283.435546875,256,None,shapes,0,0,0.8482233502538071,,1.0,10.0,0.8456852791878172,200,0.5,2,40,5708,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005708-2018-08-14-23-18-17,0.8324873096446701,0.1037602424621582,0,1.0,1.0,200,,500,61188.44711470603,0.7010209560394287,2018-08-14 23:18:17,False,1.0,65291.90142059326,0.4232936859130859,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
108399,40934.49609375,256,None,shapes,0,0,0.7543147208121828,,1.0,10.0,0.7558375634517767,200,0.5,6,40,5709,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (xavier init),,exman-train-bnn.py/runs/005709-2018-08-14-23-18-18,0.7522842639593909,0.09833407402038574,0,1.0,1.0,200,,500,40935.16270148754,0.6666077375411987,2018-08-14 23:18:18,False,1.0,40935.81024515629,0.06570757031440735,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
108599,64512.552734375,256,None,shapes,0,0,0.9467005076142132,,1.0,10.0,0.9426395939086294,200,0.5,5,40,5710,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005710-2018-08-14-23-18-18,0.9279187817258884,0.08440852165222168,0,1.0,1.0,200,,500,62468.85192921758,0.4066167175769806,2018-08-14 23:18:18,False,0.96,64547.27265930176,0.3471992492675781,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
108799,40939.9765625,256,None,shapes,0,0,0.97005076142132,,1.0,10.0,0.9695431472081218,200,0.5,2,40,5711,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,100,,sn,sn (xavier init),,exman-train-bnn.py/runs/005711-2018-08-14-23-18-18,0.9710659898477156,0.13301372528076172,0,1.0,1.0,200,,500,40940.08415164053,0.10758914053440094,2018-08-14 23:18:18,False,1.0,40944.60364627838,0.04627083778381348,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
108999,38115.48750878906,256,None,shapes,1,0,0.9593908629441624,,1.0,10.0,0.9609137055837564,200,0.5,7,40,5712,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005712-2018-08-14-23-18-18,0.9573604060913704,0.08484196662902832,1,1.0,1.0,200,,500,38309.20519773662,0.15932981669902802,2018-08-14 23:18:18,False,0.968,38191.3744602356,0.1517739028930664,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
109199,62421.693359375,256,None,shapes,3,0,0.7223350253807107,,1.0,10.0,0.7223350253807107,200,0.5,4,40,5713,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005713-2018-08-14-23-18-18,0.7187817258883249,0.08188819885253906,3,1.0,1.0,200,,500,64286.21808385848,1.0559744834899902,2018-08-14 23:18:18,False,1.0,62424.70767259598,0.30143132209777834,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
109399,45471.26171875,256,None,shapes,2,0,0.7406091370558375,,1.0,10.0,0.7406091370558375,200,0.5,7,40,5714,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (xavier init),,exman-train-bnn.py/runs/005714-2018-08-14-23-19-13,0.7370558375634517,0.14136672019958496,2,1.0,1.0,200,,500,45472.10964071751,0.8479219675064087,2018-08-14 23:19:13,False,1.0,45473.569936990745,0.2308218240737915,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
109599,94086.10546875,256,None,shapes,3,0,0.5522842639593909,,1.0,10.0,0.5482233502538071,200,0.5,7,40,5715,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005715-2018-08-14-23-19-13,0.5263959390862945,0.12160778045654295,3,1.0,1.0,200,,500,97161.70226812363,1.319455623626709,2018-08-14 23:19:13,False,0.55,94137.82469940186,1.2929807662963868,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
109799,99424.7734375,256,None,shapes,0,0,0.4761421319796954,,1.0,10.0,0.4390862944162437,200,0.5,3,40,5716,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005716-2018-08-14-23-19-13,0.4690355329949238,0.16066908836364746,0,1.0,1.0,200,,500,94692.69920277596,1.3359215259552002,2018-08-14 23:19:13,False,0.6,99464.25561904909,1.3160727183024088,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
109999,45472.8515625,256,None,shapes,3,0,0.7939086294416243,,1.0,10.0,0.7939086294416243,200,0.5,3,40,5717,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (xavier init),,exman-train-bnn.py/runs/005717-2018-08-14-23-19-13,0.7949238578680203,0.1445484161376953,3,1.0,1.0,200,,500,45473.436585783966,0.5850232839584351,2018-08-14 23:19:13,False,0.9666666666666668,45481.38166809082,0.2843368530273437,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
110199,39090.55441723633,256,None,shapes,3,0,0.97005076142132,,1.0,10.0,0.965989847715736,200,0.5,2,40,5718,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005718-2018-08-14-23-19-13,0.968020304568528,0.12030577659606935,3,1.0,1.0,200,,500,39714.339413151145,0.15447662770748138,2018-08-14 23:19:13,False,0.9640000000000001,39175.156380279535,0.1692039260864258,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
110399,92533.234375,256,None,shapes,1,0,0.5964467005076142,,1.0,10.0,0.5720812182741116,200,0.5,5,40,5719,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005719-2018-08-14-23-19-13,0.5131979695431472,0.14989328384399414,1,1.0,1.0,200,,500,94216.55255818367,1.333808183670044,2018-08-14 23:19:13,False,0.575,92586.28443527223,1.32625150680542,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
110599,99418.53125,256,None,shapes,0,0,0.25228426395939085,,1.0,10.0,0.2527918781725889,200,0.5,1,40,5720,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005720-2018-08-14-23-19-13,0.2893401015228426,0.10239648818969728,0,1.0,1.0,200,,500,93757.1328767538,1.359439253807068,2018-08-14 23:19:13,False,0.3,99431.85467338562,1.3323423385620117,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
110799,45472.3984375,256,None,shapes,1,0,0.8157360406091371,,1.0,10.0,0.8152284263959391,200,0.5,7,40,5721,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (xavier init),,exman-train-bnn.py/runs/005721-2018-08-14-23-19-13,0.817766497461929,0.14423251152038574,1,1.0,1.0,200,,500,45473.02542608976,0.6269885897636414,2018-08-14 23:19:13,False,1.0,45477.20192623138,0.24017443656921386,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
110999,99141.6875,256,None,shapes,0,0,0.4883248730964467,,1.0,10.0,0.4862944162436548,200,0.5,2,40,5722,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005722-2018-08-14-23-19-13,0.4512690355329949,0.0972158908843994,0,1.0,1.0,200,,500,94188.99905765057,1.3349951505661009,2018-08-14 23:19:13,False,0.6,99168.01292991637,1.3162714958190918,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
111199,35859.0078125,256,None,shapes,0,0,0.998477157360406,,1.0,10.0,0.998984771573604,200,0.5,3,40,5723,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (xavier init),,exman-train-bnn.py/runs/005723-2018-08-14-23-19-13,0.998984771573604,0.09656810760498047,0,1.0,1.0,200,,500,35859.025789698586,0.017977198585867882,2018-08-14 23:19:13,False,1.0,35865.7647151947,0.013513805389404296,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
111399,95459.15234375,256,None,shapes,2,0,0.4208121827411168,,1.0,10.0,0.40964467005076144,200,0.5,3,40,5724,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005724-2018-08-14-23-19-13,0.3964467005076142,0.1019723415374756,2,1.0,1.0,200,,500,97627.55250811577,1.3415706157684326,2018-08-14 23:19:13,False,0.4,95472.1849527359,1.303260898590088,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
111599,2839.79309375,256,None,shapes,2,0,0.998477157360406,,1.0,10.0,0.998984771573604,200,0.5,2,40,5725,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005725-2018-08-14-23-19-13,0.9974619289340102,0.3863067626953125,2,1.0,1.0,200,,500,2894.942928178236,0.01714692823588848,2018-08-14 23:19:13,False,0.99425,2924.592157134533,0.021199765846133232,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
111799,35855.51953125,256,None,shapes,2,0,0.9974619289340102,,1.0,10.0,0.9969543147208122,200,0.5,5,40,5726,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (xavier init),,exman-train-bnn.py/runs/005726-2018-08-14-23-19-13,0.9974619289340102,0.10578250885009766,2,1.0,1.0,200,,500,35855.5376291126,0.01809786260128021,2018-08-14 23:19:13,False,1.0,35860.36676812172,0.00969447374343872,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
111999,45472.45703125,256,None,shapes,3,0,0.7263959390862944,,1.0,10.0,0.7243654822335025,200,0.5,2,40,5727,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (xavier init),,exman-train-bnn.py/runs/005727-2018-08-14-23-19-13,0.7253807106598985,0.1210763454437256,3,1.0,1.0,200,,500,45473.364466011524,0.9074347615242004,2018-08-14 23:19:13,False,1.0,45476.204998254776,0.18739835023880005,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
112199,45471.265625,256,None,shapes,0,0,0.7314720812182741,,1.0,10.0,0.73248730964467,200,0.5,5,40,5728,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (xavier init),,exman-train-bnn.py/runs/005728-2018-08-14-23-19-13,0.7299492385786802,0.10867595672607422,0,1.0,1.0,200,,500,45472.05076354742,0.7851385474205017,2018-08-14 23:19:13,False,1.0,45474.040967226036,0.2775342226028442,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
112399,45471.21875,256,None,shapes,1,0,0.7314720812182741,,1.0,10.0,0.7294416243654822,200,0.5,6,40,5729,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (xavier init),,exman-train-bnn.py/runs/005729-2018-08-14-23-19-13,0.7243654822335025,0.11617660522460938,1,1.0,1.0,200,,500,45472.09821933508,0.8794693350791931,2018-08-14 23:19:13,False,1.0,45473.24503803253,0.20262880325317384,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
112599,92033.9609375,256,None,shapes,1,0,0.5472081218274112,,1.0,10.0,0.5269035532994923,200,0.5,4,40,5730,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005730-2018-08-14-23-19-13,0.4573604060913706,0.11005759239196776,1,1.0,1.0,200,,500,95115.17513656618,1.3313865661621094,2018-08-14 23:19:13,False,0.5,92073.42191696168,1.315365982055664,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
112799,96393.63671875,256,None,shapes,3,0,0.300507614213198,,1.0,10.0,0.3015228426395939,200,0.5,4,40,5731,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005731-2018-08-14-23-19-13,0.29898477157360404,0.12765884399414062,3,1.0,1.0,200,,500,97845.99037718773,1.3536584377288818,2018-08-14 23:19:13,False,0.5,96406.46178627014,1.2825067520141602,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
112999,99210.30078125,256,None,shapes,0,0,0.5746192893401015,,1.0,10.0,0.5609137055837563,200,0.5,4,40,5732,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005732-2018-08-14-23-19-13,0.4974619289340101,0.10204148292541504,0,1.0,1.0,200,,500,95593.85662591457,1.3292821645736694,2018-08-14 23:19:13,False,0.575,99262.85904693604,1.3139566421508788,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
113199,45471.99609375,256,None,shapes,0,0,0.7604060913705584,,1.0,10.0,0.7573604060913706,200,0.5,6,40,5733,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (xavier init),,exman-train-bnn.py/runs/005733-2018-08-14-23-19-13,0.7517766497461928,0.1434323787689209,0,1.0,1.0,200,,500,45472.63368445635,0.6375907063484192,2018-08-14 23:19:13,False,0.95,45477.47152328491,0.2737714767456055,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
113399,95417.4296875,256,None,shapes,2,0,0.5944162436548224,,1.0,10.0,0.5903553299492386,200,0.5,4,40,5734,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005734-2018-08-14-23-19-13,0.5253807106598984,0.09949946403503418,2,1.0,1.0,200,,500,98175.72528481485,1.3229410648345947,2018-08-14 23:19:13,False,0.75,95443.47940063477,1.3024856567382812,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
113599,95112.4609375,256,None,shapes,2,0,0.6923857868020304,,1.0,10.0,0.6781725888324873,200,0.5,6,40,5735,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005735-2018-08-14-23-19-14,0.5791878172588832,0.09666800498962402,2,1.0,1.0,200,,500,99271.38199925424,1.3077805042266846,2018-08-14 23:19:14,False,0.525,95164.77001571657,1.3077269554138184,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
113799,2935.94934375,256,None,shapes,3,0,0.997969543147208,,1.0,10.0,0.997969543147208,200,0.5,3,40,5736,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005736-2018-08-14-23-19-14,0.9954314720812184,0.3693935871124268,3,1.0,1.0,200,,500,2659.7614499107003,0.0192624107003212,2018-08-14 23:19:14,False,0.993,3039.7964032382965,0.025961764872074126,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
113999,3061.70296875,256,None,shapes,0,0,0.9964467005076142,,1.0,10.0,0.9969543147208122,200,0.5,7,40,5737,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005737-2018-08-14-23-19-14,0.9959390862944164,0.3769042491912842,0,1.0,1.0,200,,500,3080.116277070716,0.018620820716023445,2018-08-14 23:19:14,False,0.995,3141.026834282875,0.019830966383218764,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
114199,508.5335388183594,256,None,shapes,3,0,1.0,,1.0,10.0,0.999492385786802,200,0.5,7,40,5738,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (xavier init),,exman-train-bnn.py/runs/005738-2018-08-14-23-19-14,0.9954314720812184,0.2759299278259277,3,1.0,1.0,200,,500,508.555912028998,0.02237321063876152,2018-08-14 23:19:14,False,0.9945,570.3099162280561,0.015444094352424144,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
114399,39608.383140625,256,None,shapes,2,0,0.97005076142132,,1.0,10.0,0.9715736040609138,200,0.5,1,40,5739,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005739-2018-08-14-23-19-14,0.9654822335025379,0.11636972427368165,2,1.0,1.0,200,,500,39719.358252182596,0.1883303076028824,2018-08-14 23:19:14,False,0.9620000000000001,39701.34528356934,0.18592428588867188,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
114599,2770.210125,256,None,shapes,1,0,0.998984771573604,,1.0,10.0,0.998477157360406,200,0.5,1,40,5740,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005740-2018-08-14-23-19-14,0.9969543147208122,0.3661925792694092,1,1.0,1.0,200,,500,2764.218824451789,0.011793201789259909,2018-08-14 23:19:14,False,0.99675,2819.3007937974935,0.012272667199373245,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
114799,45472.48046875,256,None,shapes,2,0,0.7776649746192893,,1.0,10.0,0.7776649746192893,200,0.5,2,40,5741,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (xavier init),,exman-train-bnn.py/runs/005741-2018-08-14-23-19-14,0.7766497461928934,0.13669204711914062,2,1.0,1.0,200,,500,45473.016846358776,0.5363776087760925,2018-08-14 23:19:14,False,0.9333333333333332,45480.935983657844,0.28185049692789715,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
114999,35855.578125,256,None,shapes,1,0,0.9974619289340102,,1.0,10.0,0.9974619289340102,200,0.5,4,40,5742,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (xavier init),,exman-train-bnn.py/runs/005742-2018-08-14-23-19-14,0.9964467005076142,0.10937261581420897,1,1.0,1.0,200,,500,35855.59578404762,0.01765904761850834,2018-08-14 23:19:14,False,1.0,35860.413721084595,0.009671192169189451,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
115199,45473.02734375,256,None,shapes,1,0,0.8563451776649746,,1.0,10.0,0.8578680203045685,200,0.5,1,40,5743,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (xavier init),,exman-train-bnn.py/runs/005743-2018-08-14-23-19-14,0.8538071065989847,0.0937798023223877,1,1.0,1.0,200,,500,45473.504979610436,0.4776358604431152,2018-08-14 23:19:14,False,0.9666666666666668,45481.509112358086,0.2827256202697754,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
115399,45472.0546875,256,None,shapes,2,0,0.8157360406091371,,1.0,10.0,0.8111675126903554,200,0.5,1,40,5744,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (xavier init),,exman-train-bnn.py/runs/005744-2018-08-14-23-19-14,0.8106598984771574,0.14165878295898438,2,1.0,1.0,200,,500,45472.86318397521,0.8084964752197266,2018-08-14 23:19:14,False,0.95,45476.98836040497,0.2466836452484131,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
115599,456.18829345703125,256,None,shapes,2,0,1.0,,1.0,10.0,0.999492385786802,200,0.5,6,40,5745,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (xavier init),,exman-train-bnn.py/runs/005745-2018-08-14-23-19-14,0.9939086294416244,0.2733738422393799,2,1.0,1.0,200,,500,456.204273995012,0.01598053798079491,2018-08-14 23:19:14,False,0.99675,494.4756603240967,0.009571841716766356,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
115799,91998.74609375,256,None,shapes,1,0,0.2309644670050761,,1.0,10.0,0.2527918781725889,200,0.5,2,40,5746,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005746-2018-08-14-23-19-14,0.27461928934010155,0.11446285247802734,1,1.0,1.0,200,,500,95457.39722645283,1.3737889528274536,2018-08-14 23:19:14,False,0.4,92012.03589820863,1.3289804458618164,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
115999,95730.16796875,256,None,shapes,2,0,0.5213197969543147,,1.0,10.0,0.5172588832487309,200,0.5,5,40,5747,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005747-2018-08-14-23-19-14,0.5060913705583756,0.10450005531311037,2,1.0,1.0,200,,500,98127.38867282867,1.3183603286743164,2018-08-14 23:19:14,False,0.43333333333333335,95769.65113449095,1.3161055246988933,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
116199,95367.046875,256,None,shapes,3,0,0.4568527918781726,,1.0,10.0,0.45025380710659896,200,0.5,6,40,5748,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005748-2018-08-14-23-19-14,0.4629441624365482,0.1105952262878418,3,1.0,1.0,200,,500,97654.89863216877,1.3205071687698364,2018-08-14 23:19:14,False,0.5,95405.8699951172,1.29410400390625,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
116399,437.635498046875,256,None,shapes,0,0,1.0,,1.0,10.0,0.999492385786802,200,0.5,4,40,5749,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (xavier init),,exman-train-bnn.py/runs/005749-2018-08-14-23-19-14,0.9964467005076142,0.26879334449768066,0,1.0,1.0,200,,500,437.6464581573382,0.010960110463202,2018-08-14 23:19:14,False,0.99375,518.3808560371399,0.020186339497566225,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
116599,45472.765625,256,None,shapes,0,0,0.7659898477157361,,1.0,10.0,0.7695431472081218,200,0.5,7,40,5750,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (xavier init),,exman-train-bnn.py/runs/005750-2018-08-14-23-19-14,0.7771573604060914,0.15371203422546387,0,1.0,1.0,200,,500,45473.287081241615,0.521456241607666,2018-08-14 23:19:14,False,1.0,45480.51011466981,0.2581496556599935,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
116799,35859.0234375,256,None,shapes,3,0,0.9964467005076142,,1.0,10.0,0.9969543147208122,200,0.5,6,40,5751,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (xavier init),,exman-train-bnn.py/runs/005751-2018-08-14-23-19-14,0.9954314720812184,0.0910043716430664,3,1.0,1.0,200,,500,35859.05341706239,0.02997956238687038,2018-08-14 23:19:14,False,0.9940000000000001,35872.49928665161,0.02695169830322265,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
116999,96282.69140625,256,None,shapes,3,0,0.5461928934010152,,1.0,10.0,0.5456852791878173,200,0.5,5,40,5752,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005752-2018-08-14-23-19-14,0.5010152284263959,0.13413047790527344,3,1.0,1.0,200,,500,97474.60811746119,1.3346799612045288,2018-08-14 23:19:14,False,0.6,96308.43401145935,1.2871302604675292,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
117199,92049.84765625,256,None,shapes,1,0,0.48274111675126896,,1.0,10.0,0.4903553299492386,200,0.5,3,40,5753,xavier,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (xavier init),,exman-train-bnn.py/runs/005753-2018-08-14-23-19-14,0.43248730964466997,0.10552215576171876,1,1.0,1.0,200,,500,95009.36274170877,1.3510229587554932,2018-08-14 23:19:14,False,0.5,92076.72985458373,1.3441099166870116,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
117399,474.0317993164063,256,None,shapes,1,0,1.0,,1.0,10.0,0.998477157360406,200,0.5,5,40,5754,xavier,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (xavier init),,exman-train-bnn.py/runs/005754-2018-08-14-23-19-14,0.9954314720812184,0.2324748039245605,1,1.0,1.0,200,,500,474.04526039212936,0.013461075723171234,2018-08-14 23:19:14,False,0.9940000000000001,545.6035737991333,0.01789294362068176,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
